 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.557535e-04 
 1.000000e-14  1.000000e-02  1.000000e-14  0.000000e+00  1.000000e-14  0.000000e+00  1.000000e-14  1.545784e-04 
 2.000000e-14  2.000000e-02  2.000000e-14  0.000000e+00  2.000000e-14  0.000000e+00  2.000000e-14  1.572218e-04 
 4.000000e-14  4.000000e-02  4.000000e-14  0.000000e+00  4.000000e-14  0.000000e+00  4.000000e-14  1.700840e-04 
 8.000000e-14  8.000000e-02  8.000000e-14  0.000000e+00  8.000000e-14  0.000000e+00  8.000000e-14  2.360353e-04 
 1.600000e-13  1.600000e-01  1.600000e-13  0.000000e+00  1.600000e-13  0.000000e+00  1.600000e-13  4.862858e-04 
 3.200000e-13  3.200000e-01  3.200000e-13  0.000000e+00  3.200000e-13  0.000000e+00  3.200000e-13  1.187631e-03 
 6.400000e-13  6.400000e-01  6.400000e-13  0.000000e+00  6.400000e-13  0.000000e+00  6.400000e-13  1.682206e-03 
 1.000000e-12  1.000000e+00  1.000000e-12  0.000000e+00  1.000000e-12  0.000000e+00  1.000000e-12 -1.525786e-03 
 1.064000e-12  1.000000e+00  1.064000e-12  0.000000e+00  1.064000e-12  0.000000e+00  1.064000e-12 -2.697206e-03 
 1.192000e-12  1.000000e+00  1.192000e-12  0.000000e+00  1.192000e-12  0.000000e+00  1.192000e-12 -5.161460e-03 
 1.448000e-12  1.000000e+00  1.448000e-12  0.000000e+00  1.448000e-12  0.000000e+00  1.448000e-12 -9.610067e-03 
 1.960000e-12  1.000000e+00  1.960000e-12  0.000000e+00  1.960000e-12  0.000000e+00  1.960000e-12 -8.731247e-03 
 2.960000e-12  1.000000e+00  2.960000e-12  0.000000e+00  2.960000e-12  0.000000e+00  2.960000e-12  4.806657e-02 
 3.960000e-12  1.000000e+00  3.960000e-12  0.000000e+00  3.960000e-12  0.000000e+00  3.960000e-12  1.672306e-01 
 4.960000e-12  1.000000e+00  4.960000e-12  0.000000e+00  4.960000e-12  0.000000e+00  4.960000e-12  3.086714e-01 
 5.960000e-12  1.000000e+00  5.960000e-12  0.000000e+00  5.960000e-12  0.000000e+00  5.960000e-12  4.264398e-01 
 6.960000e-12  1.000000e+00  6.960000e-12  0.000000e+00  6.960000e-12  0.000000e+00  6.960000e-12  5.247900e-01 
 7.960000e-12  1.000000e+00  7.960000e-12  0.000000e+00  7.960000e-12  0.000000e+00  7.960000e-12  6.358282e-01 
 8.960000e-12  1.000000e+00  8.960000e-12  0.000000e+00  8.960000e-12  0.000000e+00  8.960000e-12  7.416633e-01 
 9.960000e-12  1.000000e+00  9.960000e-12  0.000000e+00  9.960000e-12  0.000000e+00  9.960000e-12  8.210309e-01 
 1.096000e-11  1.000000e+00  1.096000e-11  0.000000e+00  1.096000e-11  0.000000e+00  1.096000e-11  8.754406e-01 
 1.196000e-11  1.000000e+00  1.196000e-11  0.000000e+00  1.196000e-11  0.000000e+00  1.196000e-11  9.129128e-01 
 1.296000e-11  1.000000e+00  1.296000e-11  0.000000e+00  1.296000e-11  0.000000e+00  1.296000e-11  9.389984e-01 
 1.396000e-11  1.000000e+00  1.396000e-11  0.000000e+00  1.396000e-11  0.000000e+00  1.396000e-11  9.572370e-01 
 1.496000e-11  1.000000e+00  1.496000e-11  0.000000e+00  1.496000e-11  0.000000e+00  1.496000e-11  9.700114e-01 
 1.596000e-11  1.000000e+00  1.596000e-11  0.000000e+00  1.596000e-11  0.000000e+00  1.596000e-11  9.789670e-01 
 1.696000e-11  1.000000e+00  1.696000e-11  0.000000e+00  1.696000e-11  0.000000e+00  1.696000e-11  9.852430e-01 
 1.796000e-11  1.000000e+00  1.796000e-11  0.000000e+00  1.796000e-11  0.000000e+00  1.796000e-11  9.896388e-01 
 1.896000e-11  1.000000e+00  1.896000e-11  0.000000e+00  1.896000e-11  0.000000e+00  1.896000e-11  9.927188e-01 
 1.996000e-11  1.000000e+00  1.996000e-11  0.000000e+00  1.996000e-11  0.000000e+00  1.996000e-11  9.948759e-01 
 2.096000e-11  1.000000e+00  2.096000e-11  0.000000e+00  2.096000e-11  0.000000e+00  2.096000e-11  9.963864e-01 
 2.196000e-11  1.000000e+00  2.196000e-11  0.000000e+00  2.196000e-11  0.000000e+00  2.196000e-11  9.974441e-01 
 2.296000e-11  1.000000e+00  2.296000e-11  0.000000e+00  2.296000e-11  0.000000e+00  2.296000e-11  9.981847e-01 
 2.396000e-11  1.000000e+00  2.396000e-11  0.000000e+00  2.396000e-11  0.000000e+00  2.396000e-11  9.987043e-01 
 2.496000e-11  1.000000e+00  2.496000e-11  0.000000e+00  2.496000e-11  0.000000e+00  2.496000e-11  9.990684e-01 
 2.596000e-11  1.000000e+00  2.596000e-11  0.000000e+00  2.596000e-11  0.000000e+00  2.596000e-11  9.993237e-01 
 2.696000e-11  1.000000e+00  2.696000e-11  0.000000e+00  2.696000e-11  0.000000e+00  2.696000e-11  9.995024e-01 
 2.796000e-11  1.000000e+00  2.796000e-11  0.000000e+00  2.796000e-11  0.000000e+00  2.796000e-11  9.996278e-01 
 2.896000e-11  1.000000e+00  2.896000e-11  0.000000e+00  2.896000e-11  0.000000e+00  2.896000e-11  9.997153e-01 
 2.996000e-11  1.000000e+00  2.996000e-11  0.000000e+00  2.996000e-11  0.000000e+00  2.996000e-11  9.997764e-01 
 3.096000e-11  1.000000e+00  3.096000e-11  0.000000e+00  3.096000e-11  0.000000e+00  3.096000e-11  9.998188e-01 
 3.196000e-11  1.000000e+00  3.196000e-11  0.000000e+00  3.196000e-11  0.000000e+00  3.196000e-11  9.998481e-01 
 3.296000e-11  1.000000e+00  3.296000e-11  0.000000e+00  3.296000e-11  0.000000e+00  3.296000e-11  9.998678e-01 
 3.396000e-11  1.000000e+00  3.396000e-11  0.000000e+00  3.396000e-11  0.000000e+00  3.396000e-11  9.998811e-01 
 3.496000e-11  1.000000e+00  3.496000e-11  0.000000e+00  3.496000e-11  0.000000e+00  3.496000e-11  9.998894e-01 
 3.596000e-11  1.000000e+00  3.596000e-11  0.000000e+00  3.596000e-11  0.000000e+00  3.596000e-11  9.998944e-01 
 3.696000e-11  1.000000e+00  3.696000e-11  0.000000e+00  3.696000e-11  0.000000e+00  3.696000e-11  9.998967e-01 
 3.796000e-11  1.000000e+00  3.796000e-11  0.000000e+00  3.796000e-11  0.000000e+00  3.796000e-11  9.998974e-01 
 3.896000e-11  1.000000e+00  3.896000e-11  0.000000e+00  3.896000e-11  0.000000e+00  3.896000e-11  9.998969e-01 
 3.996000e-11  1.000000e+00  3.996000e-11  0.000000e+00  3.996000e-11  0.000000e+00  3.996000e-11  9.998956e-01 
 4.096000e-11  1.000000e+00  4.096000e-11  0.000000e+00  4.096000e-11  0.000000e+00  4.096000e-11  9.998933e-01 
 4.196000e-11  1.000000e+00  4.196000e-11  0.000000e+00  4.196000e-11  0.000000e+00  4.196000e-11  9.998908e-01 
 4.296000e-11  1.000000e+00  4.296000e-11  0.000000e+00  4.296000e-11  0.000000e+00  4.296000e-11  9.998876e-01 
 4.396000e-11  1.000000e+00  4.396000e-11  0.000000e+00  4.396000e-11  0.000000e+00  4.396000e-11  9.998844e-01 
 4.496000e-11  1.000000e+00  4.496000e-11  0.000000e+00  4.496000e-11  0.000000e+00  4.496000e-11  9.998808e-01 
 4.596000e-11  1.000000e+00  4.596000e-11  0.000000e+00  4.596000e-11  0.000000e+00  4.596000e-11  9.998773e-01 
 4.696000e-11  1.000000e+00  4.696000e-11  0.000000e+00  4.696000e-11  0.000000e+00  4.696000e-11  9.998735e-01 
 4.796000e-11  1.000000e+00  4.796000e-11  0.000000e+00  4.796000e-11  0.000000e+00  4.796000e-11  9.998700e-01 
 4.896000e-11  1.000000e+00  4.896000e-11  0.000000e+00  4.896000e-11  0.000000e+00  4.896000e-11  9.998661e-01 
 4.996000e-11  1.000000e+00  4.996000e-11  0.000000e+00  4.996000e-11  0.000000e+00  4.996000e-11  9.998627e-01 
 5.096000e-11  1.000000e+00  5.096000e-11  0.000000e+00  5.096000e-11  0.000000e+00  5.096000e-11  9.998589e-01 
 5.196000e-11  1.000000e+00  5.196000e-11  0.000000e+00  5.196000e-11  0.000000e+00  5.196000e-11  9.998555e-01 
 5.296000e-11  1.000000e+00  5.296000e-11  0.000000e+00  5.296000e-11  0.000000e+00  5.296000e-11  9.998518e-01 
 5.396000e-11  1.000000e+00  5.396000e-11  0.000000e+00  5.396000e-11  0.000000e+00  5.396000e-11  9.998486e-01 
 5.496000e-11  1.000000e+00  5.496000e-11  0.000000e+00  5.496000e-11  0.000000e+00  5.496000e-11  9.998451e-01 
 5.596000e-11  1.000000e+00  5.596000e-11  0.000000e+00  5.596000e-11  0.000000e+00  5.596000e-11  9.998421e-01 
 5.696000e-11  1.000000e+00  5.696000e-11  0.000000e+00  5.696000e-11  0.000000e+00  5.696000e-11  9.998388e-01 
 5.796000e-11  1.000000e+00  5.796000e-11  0.000000e+00  5.796000e-11  0.000000e+00  5.796000e-11  9.998359e-01 
 5.896000e-11  1.000000e+00  5.896000e-11  0.000000e+00  5.896000e-11  0.000000e+00  5.896000e-11  9.998328e-01 
 5.996000e-11  1.000000e+00  5.996000e-11  0.000000e+00  5.996000e-11  0.000000e+00  5.996000e-11  9.998302e-01 
 6.096000e-11  1.000000e+00  6.096000e-11  0.000000e+00  6.096000e-11  0.000000e+00  6.096000e-11  9.998273e-01 
 6.196000e-11  1.000000e+00  6.196000e-11  0.000000e+00  6.196000e-11  0.000000e+00  6.196000e-11  9.998248e-01 
 6.296000e-11  1.000000e+00  6.296000e-11  0.000000e+00  6.296000e-11  0.000000e+00  6.296000e-11  9.998221e-01 
 6.396000e-11  1.000000e+00  6.396000e-11  0.000000e+00  6.396000e-11  0.000000e+00  6.396000e-11  9.998199e-01 
 6.496000e-11  1.000000e+00  6.496000e-11  0.000000e+00  6.496000e-11  0.000000e+00  6.496000e-11  9.998174e-01 
 6.596000e-11  1.000000e+00  6.596000e-11  0.000000e+00  6.596000e-11  0.000000e+00  6.596000e-11  9.998153e-01 
 6.696000e-11  1.000000e+00  6.696000e-11  0.000000e+00  6.696000e-11  0.000000e+00  6.696000e-11  9.998130e-01 
 6.796000e-11  1.000000e+00  6.796000e-11  0.000000e+00  6.796000e-11  0.000000e+00  6.796000e-11  9.998111e-01 
